lab       NUDT16L1  MDM1      TRIM27    ENPP4     AKR1B10   SDPR      AKR1C3    C17orf104 ICAM1     MBP       PALM      CRYAB     KRT14     NES       ARHGEF6   C1orf144  GSTM3     RECQL4    EGFL7     ZNF185    CTSZ      CLEC3B    APBB1IP
 13139.100  2652.560  3990.090  1630.190  3385.290  5752.690   684.107  8985.190   149.975  4779.950  2912.800  3064.300   983.280  2374.410  5142.400  2920.460    86.142   916.264  9032.180  1834.030  3430.390  1773.440  1411.310  5762.890
C3orf21   GNL3L     IGF1R     BSG       ATP13A3   PNMA2     HES1      FBN1      ACOT8     C12orf11  PHB2      TYK2      CHCHD2    OSTM1     CD276     RIOK2     NCAPH2    RNPC3     QPCTL     HIP1      SV2A      NAB1      CDKAL1    GLTPD1
   108.324  1784.640   747.417  5430.420  2250.430  2036.490   206.596 34780.900  1039.480  3456.390  6089.010   286.130   867.007  1484.100   870.960   490.445  1271.780   667.722   587.315  1105.120  1573.800   185.162  1081.330   276.519
   113.829  2532.750  1244.620  6416.440  2490.930  3291.500   235.961 48702.300  1446.970  4981.150  8235.380   319.425  1408.320  2001.490  1320.590   827.786  2111.200  1356.880  1096.620  1367.890  2176.750   284.535  1370.580   475.730
   152.953  3006.710  1486.740  8151.080  3266.550  3880.130   289.068 59220.600  1763.820  6047.790 10039.400   410.208  1661.270  2480.630  1583.370   981.212  2487.340  1441.000  1259.570  1755.790  2725.780   351.218  1656.520   550.430
   189.672  3652.500  1586.900 10130.100  4050.590  4343.320   394.061 69645.100  2075.250  6989.530 12108.600   527.003  1861.800  2917.780  1811.010  1061.170  2756.570  1697.580  1351.380  2079.090  3091.360   377.413  2147.460   616.749
STC2      GOLM1     TGFBI     LEPRE1    TSPAN5    ITM2B     SLAIN2    ITIH2     CHD3      IL6ST     CDK12     UTP11L    NEK4      GTF2I     PGCP      AASS      MICAL3    CDK13     PDSS2     CSDA      PDZD11    MET       PCYT2     CMTM4
  1682.270  5016.290  2013.340  8971.080   360.327  3395.900  4358.340   596.688  4449.240  4293.820  1657.640  2496.950   529.881 15562.300  1872.720  4084.810   954.641   909.411   408.628  5451.870  1617.400  7151.100  1284.390   200.216
  2213.600  7275.150  2895.830 11821.100   398.554  4451.020  5382.920   861.259  6906.100  5554.640  1965.960  3868.330  1067.330 20036.700  2704.560  5664.520  2514.660  1398.440   669.914  5465.420  2360.480 10310.500  2287.980   211.619
  2748.800  8793.230  3497.360 14922.400   530.823  5423.160  6989.080  1013.960  8098.050  6913.880  2498.900  4548.390  1193.150 25228.400  3266.390  6904.100  2588.710  1662.310   776.296  8224.920  2872.760 12442.600  2618.110   283.477
  3297.830 10284.600  4123.270 17370.800   648.664  6774.700  8153.770  1253.020  9561.920  8404.750  3142.250  5363.890  1295.080 30256.000  3867.860  8297.170  2824.010  1939.220   907.794  8842.720  3349.260 14871.900  2971.570   361.160
LPIN2     ITGB1BP1  CHST3     PANK4     SNIP1     NCL       BACE2     RAP1B     TMEM199   BMPR2     ARAP3     INTS4     SMAGP     DCP1B     RABGAP1L  ZMPSTE24  CCDC82    GPX1      SPTLC2    KIAA1522  AGPAT6    MGAT2     RBM27     PCDH7
   213.993   103.456   186.782  1123.370   144.882 23583.100   959.097   117.673   111.377   140.294   588.717   851.276   171.016  1806.660   136.359  5590.420   126.940  2356.330  1523.980  4068.070   646.649  1070.680  3124.100  2415.430
   319.646   270.609   188.352  2047.120   427.937 23822.100  1045.140   259.665   305.846   161.103   693.444  1966.230   171.258  3324.860   382.955  8067.890   186.585  3637.010  2716.710  6027.760  1313.290  1626.750  4933.380  3846.180
   389.535   298.995   264.713  2318.840   431.223 33116.600  1383.920   287.727   328.697   243.677   886.948  2102.130   232.944  3761.640   391.055  9901.400   236.744  4326.990  3075.580  7371.370  1441.820  1954.250  5916.820  4491.690
   445.780   286.584   322.569  2649.460   466.733 41209.500  1765.420   305.369   327.298   230.255  1129.500  2329.020   305.618  4320.950   427.234 11626.400   257.504  5121.370  3615.600  8560.500  1651.330  2303.000  6800.000  5391.970
ACAD10    PSAP      PDXDC1    CLK1      WTIP      PRRC2A    TLK2      RGNEF     TGFB2     DNAJC1    SMARCAD1  MRPS34    APBA3     PCDHGA11  ATP7A     GGNBP2    FBN2      PTPRB     ZNHIT1    ANKRD1    VPS13C    FOXJ2     B4GALT1   CDK6
  1229.820  1197.150  2524.600   104.432   106.937  9956.210   441.814  1796.350  2554.090  1330.910   553.977  1848.460   202.673  2264.390   943.466    45.879  4194.030  1266.350   346.362  1227.550   444.756   780.491   619.195   578.387
  1563.330  2189.930  4244.330   171.874   129.146 16449.700   936.703  3271.690  2974.210  1989.070  1168.800  3956.300   390.548  2702.820  1433.520    51.809  6584.160  1566.380   674.496  1316.990   402.846  1120.090   874.958  1020.240
  1995.630  2400.690  4948.080   188.177   162.692 19580.900  1036.760  3763.210  3947.030  2394.750  1302.380  4352.180   438.812  3655.330  1711.720    63.355  7874.530  2010.420   737.049  1780.380   733.690  1399.670  1125.310  1133.360
  2418.220  2951.920  5753.630   248.694   210.979 22228.400  1146.060  4269.930  4816.470  2871.120  1430.850  4867.870   503.583  4235.850  2064.890    91.860  9253.260  2492.430   885.873  2267.510   615.059  1624.930  1252.640  1411.080
PEX5      PIGO      CEP170    DHCR7     DNAJC3    FAM82A2   LARP1B    ATF1      FAM162A   FANCD2    SLC30A9   CNPY4     UQCC      SNX19     ITGB1     WDR76     FAM20B    DNAJC10   XPR1      PPP1R10   TBC1D10A  HELZ      MRPL35    USP46
    86.677   184.945 20187.800   838.696  6804.320  1152.110   564.540   283.044  1787.790   638.843  1210.050   206.565   489.814   199.020   107.192   240.663   590.757  2422.880   107.979  3440.720   859.456  1095.530   264.450   167.047
   160.238   749.722 25966.900  1166.560  8477.330  2533.360   982.431   439.840  2732.340   642.902  2041.900   627.846  1174.230   360.264   135.077   448.409   940.273  3816.740   267.244  4334.900  1662.660  1779.780   285.651   390.519
   184.938   692.039 33459.700  1475.640 10935.200  2820.350  1203.030   527.809  3305.560   979.834  2442.380   640.943  1247.630   429.678   171.970   524.565  1129.630  4616.790   278.991  5651.040  1866.320  2127.990   401.003   433.395
   208.064   796.107 40030.200  1718.730 13423.900  3055.030  1263.840   625.266  3905.720  1065.410  2750.420   691.693  1410.030   463.939   215.137   576.813  1317.790  5360.190   321.068  6786.310  2168.270  2474.670   479.655   459.301
SRPR      NDUFA9    EPHA5     ACAD11    COX6C     MAGED2    NIP7      PHF1      RAB3D     CPSF3L    ANGEL1    WDR25     IFT122    CHPF      CCNT1     TMEM97    CCDC86    HERPUD1   PPIP5K1   BLZF1     HMGCS1    C4orf3    FMR1      TERF2
  5195.220  3431.810   406.538  1121.140  2760.430  4160.250  1650.590    98.475   582.206   878.576   146.264    99.645    80.850   894.146   690.638   838.089  3066.120   384.567   481.503   366.020  1459.360   266.199  1277.850   953.189
  7993.760  3990.030   797.789  1782.830  3903.970  5761.980  2251.460   169.608  1226.760  1503.850   165.841   154.724   229.113  1346.040  1205.340  1409.870  3470.170   383.229   521.460   582.533  1744.370   670.984  2896.270  1390.100
  9684.790  5513.320   921.895  2114.360  4968.480  7231.800  2964.490   195.435  1408.690  1756.970   217.499   187.330   238.578  1662.200  1408.520  1687.890  5072.920   557.367   679.776   701.751  2260.140   713.150  3272.390  1685.570
 11436.800  6384.540  1008.900  2545.660  5731.830  8700.970  3305.020   235.639  1500.400  2078.260   284.948   222.275   260.570  1946.290  1645.950  1934.670  5462.270   680.861   937.859   828.299  2908.200   798.836  3463.980  2097.610
CCNT2     CD82      USP30     UBE2H     COL6A1    VAMP2     CDK11B    MORF4L2   MICAL2PV1 ULK1      GATA6     SLC25A29  RRS1      AVEN      PUS3      SECISBP2L COL13A1   NCOR2     HIVEP2    PLD1      NOL12     LSMD1     SNX8      ZC3H3
   377.827    86.115    71.029  1102.360   118.346  1151.370  5574.850   886.366   946.098   482.259  1214.450   650.323  3975.700   406.883    56.289   558.152   689.407  9180.030   518.306   532.847   840.605   432.350   364.284   267.802
   411.595   183.225   333.771  1970.450   273.541  1640.880  8665.890  1445.390  2032.980   728.267  1697.350   722.203  5357.280  1042.600   154.425   828.344   967.022 13092.900  1163.170   811.260  1312.680  1161.490   806.516   299.665
   551.748   210.189   304.963  2246.710   298.958  2106.220 10603.400  1763.620  2288.530   877.890  2169.190   972.351  6889.910  1132.230   166.408  1016.320  1200.690 16425.600  1258.160   969.402  1574.570  1221.570   892.833   411.268
   722.940   224.755   349.398  2721.340   334.808  2409.490 12438.700  2009.650  2533.400  1081.700  2545.990  1251.070  8235.660  1217.860   175.259  1231.960  1485.560 19712.600  1470.960  1212.500  1922.750  1368.100  1010.460   511.305
PAXIP1    NPC1      BAHCC1    RNFT2     CYP2U1    PLEKHO1   IFIT5     CCDC137   APBA2     DAXX      LSS       SRFBP1    TMEM2     PPP1R3F   SEL1L     STX18     STX10     MEAF6     SSH2      RABAC1    AP2S1     RAB5B     NVL       PDK1
   376.695  5126.250   284.141    89.876   216.419   277.579   294.882  2421.600   169.091   914.211  3019.830  1930.490  3653.010    66.132  1697.510   485.940   104.520   571.132   592.873   134.472   750.513   348.854   450.922  1281.980
   698.937  8482.330   309.415   231.534   910.814   546.962   778.183  2658.670   374.014  1609.620  4730.990  3678.640  4835.370    65.654  2809.160  1199.040   295.898   594.084  1372.650   290.098  2098.350  1020.870   562.513  2181.040
   769.190 10305.600   399.878   246.627   909.338   616.453   828.101  3785.100   431.406  1953.720  5775.410  4213.830  6243.110   107.125  3474.540  1315.300   316.416   787.314  1606.700   320.457  2280.680  1084.710   729.901  2616.960
   980.238 11830.700   566.512   276.778   926.418   726.783   920.292  4492.560   454.791  2166.110  6876.940  4947.950  7625.880   108.285  3892.590  1441.560   338.920  1121.880  1614.150   375.359  2388.470  1161.900   934.502  3072.380
B4GALT5   KIF7      NRP1      RPS15     KIAA0528  PEAK1     PSD3      ATN1      DNAH11    C9orf78   GPATCH4   AP3S2     LASS6     CCDC12    UTP14A    TPBG      CSGALNACT2FAU       TOPORS    BRD9      BET1L     TFIP11    WDR73     GAR1
   166.216   321.891 11656.700  2558.090  2779.940  2626.200   266.164   889.765   130.780  3088.550  1344.890   319.341   340.824  3939.050  7421.480  3500.470    96.029  3876.170   107.212   638.669   124.643   771.108   486.134   799.565
   356.819   356.420 15727.900  3846.620  3648.590  4150.150   301.864  1902.200   627.444  4456.270  1868.380   340.599   402.145  5076.840 10786.600  4131.020    98.362  4358.930   227.717  1069.180   138.051  1466.380   834.449  1337.230
   400.077   490.730 20609.200  4770.670  4720.330  5111.430   408.010  2169.310   607.829  5454.480  2374.650   501.872   538.251  6403.490 13699.700  5769.030   138.404  5996.630   265.251  1278.780   174.304  1713.560  1050.130  1619.360
   459.267   624.216 24415.500  5763.410  5852.960  6035.320   526.894  2426.860   640.874  6971.970  2920.730   585.849   687.169  8467.040 16342.700  6827.980   182.623  7606.430   288.019  1543.330   259.947  1985.720  1134.490  1916.630
SEPN1     RELN      PI4K2A    TSPAN9    SLC39A14  NHS       MLF1IP    C9orf41   ROMO1     THBS1     PBX2      NDFIP2    CLPTM1L   RFX3      GLCE      ABHD16A   UNKL      REXO4     KIF5C     RPL22L1   GJC1      KIAA0319L MMP2      STARD3NL
   581.824   194.582  6224.110   670.179   906.028  1236.090   535.843   184.218   167.527 20295.700   144.917    60.365   739.980   107.591   410.796   298.667    88.977  1260.840  1559.800   904.629   266.481  3083.690  6582.280   150.911
   681.268   190.662  8572.540   996.570   974.607  2414.760   741.650   251.247   750.306 27024.500   613.273    69.424  1194.500   413.812   619.255  1556.500   152.945  1848.170  1952.150   960.767   489.631  4654.740  9904.190   415.079
   950.648   279.231 11095.600  1265.670  1413.850  2807.090   970.309   286.321   737.988 35971.300   596.227    94.559  1386.090   420.309   784.188  1439.910   178.873  2372.180  2635.760  1393.660   585.644  5810.190 12465.100   473.021
  1139.560   358.475 13399.800  1494.000  1701.610  3244.830  1148.280   436.329   785.203 42560.400   663.233   121.131  1830.600   447.302   930.694  1649.070   224.258  2809.110  3217.870  1717.660   675.698  7109.130 15071.300   472.494
SAMD4B    H1FX      GRAMD1A   DHCR24    SELO      GAPDH     PEX14     RPL7L1    RUNX1     GOSR1     H2AFZ     VARS2     KDM3A     VPS41     SLC29A1   CCDC61    FCHSD1    PRRC2B    VKORC1L1  SLC44A1   SPRYD3    SUPT5H    FAM32A    SP110
   879.197   920.987   172.836  1028.370   273.352 67585.400  2110.270   321.914   100.699  1014.080  1009.640   359.901    90.547  1122.910   257.226   243.041   208.824  5742.670   168.252   280.884   158.460  5172.500  1176.400   234.515
  2822.550  1394.130   447.001  1487.350   796.096 67759.600  2979.510   902.016   573.934  1618.840  1316.620  1215.430   175.142  1713.910   403.041   666.312   636.856  8303.630   479.835   811.049   313.189  9529.520  1301.460   256.346
  2932.180  1765.990   498.944  2010.920   887.545 99080.100  3924.700   998.887   559.938  2003.900  1715.560  1287.800   209.700  2174.170   507.766   799.925   676.264 10664.500   519.441   890.541   359.110 11400.000  1828.550   352.278
  3255.840  2104.930   537.765  2200.840   903.769127677.000  4603.530  1052.270   571.344  2415.080  2190.250  1357.270   236.413  2591.880   601.727   729.418   747.020 12985.600   572.699   949.646   436.162 13392.600  2352.830   476.543
CYBASC3   PRKAR2B   CHPF2     POM121C   POLG      AGMAT     SEC11C    POFUT2    GLB1L2    IPO8      LTBP2     NDUFA6    SLC38A10  MFGE8     SERPINI1  SERPIND1  APP       HM13      EXT2      KDELR1    ZBTB3     RPGRIP1L  YIF1A     TIFA
   164.218   448.482   765.037  1272.060   450.225     0.000   155.220  4051.650  1632.570  1456.670   555.877  2781.790  1829.270   322.520   544.209   147.746  6835.570  1086.180  1017.380    94.234     0.000   153.273   181.343   276.013
   331.740  1219.090  1608.850  2113.420   951.613   207.106   385.988  5493.270  1640.880  2464.760   785.378  3601.810  3700.880   628.740   658.841   160.886  9201.230  1739.600  1519.530   247.545    94.108   167.052   369.747  1157.850
   398.219  1333.030  1912.360  2574.630  1124.760   155.474   448.006  7378.120  2513.070  3102.360  1047.720  4842.440  4483.220   828.716   899.506   217.624 12331.200  2160.490  1966.620   273.746    81.544   242.376   432.069  1178.490
   439.330  1486.010  2101.950  3153.020  1247.090   195.109   469.518  8803.750  3038.030  3551.220  1229.310  5995.730  4908.060   786.741  1145.470   307.108 14952.000  2648.660  2354.040   308.683    78.835   304.252   508.501  1268.940
ZNF768    JMJD6     NDUFB6    SPATS2    PPP1R12B  ERCC4     EBNA1BP2  RRP8      SFXN4     ATG2B     ITGA1     MAN2A2    COBLL1    SMARCE1   CELSR1    SIN3B     TYSND1    PDIA5     STK17A    C5orf44   DPF3      NBEA      TMEM85    EVI5
   134.074   546.317   832.465  3067.870   165.824   156.364  4253.390   986.548   127.704    64.395  1843.120   459.008  1541.330    80.823  1570.890   301.703   352.546  1255.910   252.708   134.409  1297.310    66.290   180.670   748.654
   152.613   943.233  1414.880  5116.930   399.657   628.517  5648.730  2518.280   479.689   423.381  3209.700   775.351  2788.170   463.645  3032.460   980.056   742.980  2188.410   436.961   846.477  1883.380   297.679   495.705  1774.100
   220.655  1205.790  1773.240  6413.350   444.251   640.226  7656.800  2850.450   515.746   398.654  4026.790   978.458  3405.400   429.679  3648.800  1062.030   851.749  2758.060   544.548   829.704  2393.860   310.285   565.798  2020.600
   268.740  1337.640  2066.830  7575.190   525.617   706.115  9331.850  3171.140   528.056   439.828  4660.330  1145.640  4046.510   508.209  4284.310  1146.950  1036.780  3179.910   644.465   862.193  3096.170   318.008   601.997  2336.530
PINX1     KDELR3    CCDC77    IRS2      MED4      CYP27C1   TAF12     TRPM5     AKT1S1    hCG_198816RXRB      CHTOP     RBM26     ADD1      TOR1A     TMED1     SMG9      NAA40     GALNTL1   CD70      C10orf18  CWC25     PKNOX1    CBX4
   525.101   470.320   107.569   894.883  1774.120   161.547    78.152   521.171   505.922   214.789  1095.730  1264.600  7152.940  5209.090  1245.380   632.981   340.017   227.295  1546.510    47.167   386.098   151.012    84.515   342.022
   917.517   597.663   269.785  1297.250  3288.930   290.777   742.270   700.345  1770.770   693.387  1347.990  2319.860 11489.500  7829.480  2811.860  1093.630  1266.900   421.497  2092.460    52.365   864.418   350.101   264.594   706.957
  1121.500   830.564   291.332  1688.230  4067.780   355.069   723.206   944.242  1860.220   761.539  1752.990  2874.340 14592.700 10323.600  3257.550  1378.230  1317.620   513.735  2841.890    72.586  1011.990   421.265   292.891   832.568
